gen,spacing_mean,spacing_std
149,0.018871526717065625,0.007690472507381923
150,0.018646065279179617,0.007892504079131677
151,0.018317801618700676,0.007007711275406403
152,0.0187015182262167,0.007920213972177185
153,0.018472054993729836,0.007274069020728569
154,0.017379822710429538,0.00678974770180983
155,0.01747376176095635,0.0073044270637752885
156,0.01715772298664947,0.007640585718879084
157,0.0169291668055802,0.007901410140758323
158,0.017068181156569825,0.008156105410296259
159,0.017557111612029275,0.0079487182601302
